jop_title,company_name,exp_level,jop_details,link,
BI Developer,Algoriza,2 - 3 Yrs of Exp,Full TimeWork From HomeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Big Data · BI · Computer Science · Data Warehouse · Power BI · Information Technology (IT) · MS SQL,https://wuzzuf.net/jobs/p/FfcDeQVcgfdo-BI-Developer-Algoriza-Cairo-Egypt?o=66&l=sp&t=sj&a=data science|search-v3|navbl, 
Data Management Lead,BBI-Consultancy,6 - 8 Yrs of Exp,Full TimeExperienced · 6 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Other · Computer Science · ETL · NoSQL · Python · Information Technology (IT) · Big Data · Programming,https://wuzzuf.net/jobs/p/SdHOKve7F7Ji-Data-Management-Lead-BBI-Consultancy-Cairo-Egypt?o=67&l=sp&t=sj&a=data science|search-v3|navbl, 
iOS Developer - Swift,ARPUPLUS,1 - 2 Yrs of Exp,Full TimeEntry Level · 1 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · iOS · Swift · Information Technology (IT) · Computer Science · Mobile Development · REST · JSON · RESTful APIs,https://wuzzuf.net/jobs/p/wHnnzFnZGiUY-iOS-Developer---Swift-ARPUPLUS-Giza-Egypt?o=68&l=sp&t=sj&a=data science|search-v3|navbl, 
Data Collection & Entry Clerk,STIO Life Science,0 - 2 Yrs of Exp,Freelance / ProjectEntry Level · 0 - 2 Yrs of Exp · Administration · Data Entry · Typing · entry · Data · Administration · Microsoft Office · Office Equipment · MS Office,https://wuzzuf.net/jobs/p/5pVtlcdKNxfU-Data-Collection-Entry-Clerk-STIO-Life-Science-Cairo-Egypt?o=69&l=sp&t=sj&a=data science|search-v3|navbl, 
DevOps Operations Manager,B.TECH,8 - 10 Yrs of Exp,Full TimeExperienced · 8 - 10 Yrs of Exp · Operations/Management · Operations · Computer Science · Agile · IT · Management · infrastucture · Data Center Management,https://wuzzuf.net/jobs/p/6hbifyWvX3FJ-DevOps-Operations-Manager-B-TECH-Cairo-Egypt?o=70&l=sp&t=sj&a=data science|search-v3|navbl, 
Power BI Developer,Transmar International ,3 - 5 Yrs of Exp,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · BI · computer · Computer Science · Data · Information Technology (IT) · MS SQL · Power BI · Power,https://wuzzuf.net/jobs/p/4D76hr4h6TCZ-Power-BI-Developer-Transmar-International-Cairo-Egypt?o=71&l=sp&t=sj&a=data science|search-v3|navbl, 
Development Team Leader,egabi solutions,6 - 10 Yrs of Exp,Full TimeManager · 6 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Banks · Design Patters · Data Structures · Algorithms · OOP · Java,https://wuzzuf.net/jobs/p/kW2iHeXd9ZyE-Development-Team-Leader-egabi-solutions-Cairo-Egypt?o=72&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Java Developer,egabi solutions,2 - 5 Yrs of Exp,Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Development · Information Technology (IT) · Java · Banks · Design Patters · Web Development · SQL,https://wuzzuf.net/jobs/p/FUiALmdAFek5-Senior-Java-Developer-egabi-solutions-Cairo-Egypt?o=73&l=sp&t=sj&a=data science|search-v3|navbl, 
Oracle Database Administrator,egabi solutions,2 - 8 Yrs of Exp,Full TimeExperienced · 2 - 8 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Oracle Data Guard · Fast-Start Failover · Database · Information Technology (IT) · Data Guard · Linux,https://wuzzuf.net/jobs/p/moeAIjA6U3Wk-Oracle-Database-Administrator-egabi-solutions-Cairo-Egypt?o=74&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Machine Learning Engineer,Nana,5 - 8 Yrs of Exp,Full TimeExperienced · 5 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Machine Learning · Python · JavaScript · r · Computer Science · Information Technology (IT) · Mathematics,https://wuzzuf.net/jobs/p/faQnVZ9r9Ght-Senior-Machine-Learning-Engineer-Nana-Cairo-Egypt?o=75&l=sp&t=sj&a=data science|search-v3|navbl, 
ITS Department Head,egabi solutions,8 - 15 Yrs of Exp,Full TimeManager · 8 - 15 Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · Computer Science · Oracle Database · Oracle Data Guard · Fast-Start Failover · Oracle Multitenant (CDB/PDB) · Oracle GoldenGate · Linux Unix Solaris,https://wuzzuf.net/jobs/p/hHHdNzzipDe7-ITS-Department-Head-egabi-solutions-Cairo-Egypt?o=76&l=sp&t=sj&a=data science|search-v3|navbl, 
Front End Developer,Safa Soft,2 - 4 Yrs of Exp,Full TimeExperienced · 2 - 4 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Agile · Angular · AngularJS · Computer Science · Design · Information Technology (IT) · React,https://wuzzuf.net/jobs/p/H7ECO7CtUWK8-Front-End-Developer-Safa-Soft-Cairo-Egypt?o=77&l=sp&t=sj&a=data science|search-v3|navbl, 
Virtualization Specialist Engineer,Perfect Presentation,5+ Yrs of Exp,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Virtualization · Computer Engineering · Engineering · Information technology · Information Technology (IT) · Networking · Troubleshooting · Vmware,https://wuzzuf.net/jobs/p/erzCigYSNWKk-Virtualization-Specialist-Engineer-Perfect-Presentation-Giza-Egypt?o=78&l=sp&t=sj&a=data science|search-v3|navbl, 
IOS Developer,Kick Start Interactive,2 - 3 Yrs of Exp,Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Core Animation · Computer Science · iOS · MVVM · MVC · Objective-C · Swift · Git,https://wuzzuf.net/jobs/p/Q58v5bAWtpKC-IOS-Developer-Kick-Start-Interactive-Giza-Egypt?o=79&l=sp&t=sj&a=data science|search-v3|navbl, 
Solutions Architect,Block Gemini,8 - 20 Yrs of Exp,Full TimeManager · 8 - 20 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Software Engineering · Software · Solution Architecture · Node.js · Java Development · Computer Engineering · Computer Science,https://wuzzuf.net/jobs/p/XU1xFNtCj24G-Solutions-Architect-Block-Gemini-Giza-Egypt?o=80&l=sp&t=sj&a=data science|search-v3|navbl, 
Database Administrator,Perfect Presentation,5+ Yrs of Exp,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Databases · Database · Computer Science · Information Technology (IT) · MySQL · Microsoft SQL Server · PostgreSQL · RDBMS,https://wuzzuf.net/jobs/p/LIrr1gvjWcdo-Database-Administrator-Perfect-Presentation-Giza-Egypt?o=81&l=sp&t=sj&a=data science|search-v3|navbl, 
Devops Engineer,Ejada (Cairo),3+ Yrs of Exp,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · DevOps · CI/CD · JIRA · Microsoft TFS · Cybersecurity · Java,https://wuzzuf.net/jobs/p/VUdb76x6neGP-Devops-Engineer-Ejada-Cairo-Cairo-Egypt?o=82&l=sp&t=sj&a=data science|search-v3|navbl, 
DevOps Engineer (Remotely for USA),Mobile Wave 3,8 - 15 Yrs of Exp,Full TimeExperienced · 8 - 15 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Cloud · Computer Science · DevOps · AWS · Information Technology (IT) · Java · Kubernetes · Python,https://wuzzuf.net/jobs/p/qEKSI3oC9xVf-DevOps-Engineer-Remotely-for-USA-Mobile-Wave-3-Cairo-Egypt?o=83&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior DB2 (LUW) Database Administrator,Ejada (Cairo),3 - 10 Yrs of Exp,Full TimeExperienced · 3 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Information Systems · Software Development · Linux · DB2 · Database · LUW,https://wuzzuf.net/jobs/p/hryj2KbyUgLc-Senior-DB2-LUW-Database-Administrator-Ejada-Cairo-Cairo-Egypt?o=84&l=sp&t=sj&a=data science|search-v3|navbl, 
Oracle Database Administrator,El-Sewedy Electrometer,4 - 7 Yrs of Exp,Full TimeExperienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Linux · SQL · Oracle · Oracle RAC · Database Design · DBA · PL/SQL · Database,https://wuzzuf.net/jobs/p/8BVNhwTu4S6o-Oracle-Database-Administrator-El-Sewedy-Electrometer-Giza-Egypt?o=85&l=sp&t=sj&a=data science|search-v3|navbl, 
System Administrator Engineer - Obour City, Lactalis Halawa,5 - 7 Yrs of Exp,Full TimeExperienced · 5 - 7 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Development · DHCP · DNS · Information Technology (IT) · Vmware · Computer Engineering · Security,https://wuzzuf.net/jobs/p/SYU58Yz92qlM-System-Administrator-Engineer---Obour-City-Lactalis-Halawa-Cairo-Egypt?o=86&l=sp&t=sj&a=data science|search-v3|navbl, 
Oracle EBS Apps DBA,Khwarizm Consulting,3 - 9 Yrs of Exp,Full TimeExperienced · 3 - 9 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Oracle · Information Technology (IT) · Linux · SQL · Computer Science · Oracle RMAN,https://wuzzuf.net/jobs/p/tItPWEfxqSBx-Oracle-EBS-Apps-DBA-Khwarizm-Consulting-Cairo-Egypt?o=87&l=sp&t=sj&a=data science|search-v3|navbl, 
Java Supervisor,e-finance,7 - 9 Yrs of Exp,Full TimeManager · 7 - 9 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · Software · Computer Science · Spring · Engineering · Information Technology (IT) · Java · MVC,https://wuzzuf.net/jobs/p/bUVnffVKDmUi-Java-Supervisor-e-finance-Giza-Egypt?o=88&l=sp&t=sj&a=data science|search-v3|navbl, 
PHP WordPress & Woocommerce Plugin Developer,Impression Analytics LLC,5+ Yrs of Exp,Full TimeFreelance / ProjectWork From HomeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Software Development · javaScript · HTML · PHP · SQL · WordPress · E-Commerce,https://wuzzuf.net/jobs/p/v2sXj6DmNOPg-PHP-WordPress-Woocommerce-Plugin-Developer-Impression-Analytics-LLC-Cairo-Egypt?o=89&l=sp&t=sj&a=data science|search-v3|navbl, 
Backend Developer,American Academy,1 - 2 Yrs of Exp,Full TimeEntry Level · 1 - 2 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · AWS · Computer Science · CSS · Engineering · Information Technology (IT) · JavaScript · Web Development,https://wuzzuf.net/jobs/p/mvMaifF57GGa-Backend-Developer-American-Academy-Giza-Egypt?o=90&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior E-Commerce Software Developer (Magento 2),shop4build,2+ Yrs of Exp,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · E-Commerce · PHP · MySQL · Agile · Information Technology (IT) · Computer Science · Software · CSS,https://wuzzuf.net/jobs/p/ISBo5or6VZwL-Senior-E-Commerce-Software-Developer-Magento-2-shop4build-Cairo-Egypt?o=91&l=sp&t=sj&a=data science|search-v3|navbl, 
Mobile Application Developer,Perfect Presentation,3+ Yrs of Exp,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Software Development · Software Engineering · Android · APIs · iOS · Java,https://wuzzuf.net/jobs/p/kVKLmE6yPeAX-Mobile-Application-Developer-Perfect-Presentation-Giza-Egypt?o=92&l=sp&t=sj&a=data science|search-v3|navbl, 
DevOps Team Lead,Trufla,4+ Yrs of Exp,Full TimeManager · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · Azure · Docker · MySQL · Python · Software Engineering · Information Technology (IT) · Linux,https://wuzzuf.net/jobs/p/bjPMpXuN9kiF-DevOps-Team-Lead-Trufla-Cairo-Egypt?o=93&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior .Net Software Developer,BI-Technologies,3 - 7 Yrs of Exp,Full TimeExperienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Engineering · Software Development · ASP.NET · SQL · javaScript · jQuery,https://wuzzuf.net/jobs/p/j3AOlom19zVx-Senior-Net-Software-Developer-BI-Technologies-Cairo-Egypt?o=94&l=sp&t=sj&a=data science|search-v3|navbl, 
Product Owner,Shary,2 - 4 Yrs of Exp,Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Product · Computer Science · Product Owner · Analysis · Information Technology (IT) · JIRA · Engineering,https://wuzzuf.net/jobs/p/sSf0jDSlKaBW-Product-Owner-Shary-Cairo-Egypt?o=95&l=sp&t=sj&a=data science|search-v3|navbl, 
SQL Database Team Lead,e-finance,5 - 7 Yrs of Exp,Full TimeManager · 5 - 7 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Oracle · Computer Science · Database · Information Technology (IT) · MySQL · SQL · SQL Server,https://wuzzuf.net/jobs/p/o68hzT6I8OoO-SQL-Database-Team-Lead-e-finance-Giza-Egypt?o=96&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior React JS Developer,Confidential,3+ Yrs of Exp,Work From HomeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · javaScript · React · Front-End · Information Technology (IT) · Software Development · Software Engineering · Computer Science · HTML,https://wuzzuf.net/jobs/p/4YmbdMEHqZoW-Senior-React-JS-Developer-Cairo-Egypt?o=97&l=sp&t=sj&a=data science|search-v3|navbl, 
Media Analyst,International Committee of Red Cross,3 - 6 Yrs of Exp,Full TimeExperienced · 3 - 6 Yrs of Exp · Marketing/PR/Advertising · Analyst/Research · Media/Journalism/Publishing · Analysis · Communication · Data Analysis · International Relations · Research · Social Media · Writing,https://wuzzuf.net/jobs/p/0fSI6C4PUc9R-Media-Analyst-International-Committee-of-Red-Cross-Cairo-Egypt?o=98&l=sp&t=sj&a=data science|search-v3|navbl, 
Network Engineer,Perfect Presentation,6+ Yrs of Exp,Full TimeExperienced · 6+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · network · Networking · Routing · Engineering · Computer Science · Information Technology (IT) · VPN · WAN,https://wuzzuf.net/jobs/p/VtUl7873EgAI-Network-Engineer-Perfect-Presentation-Giza-Egypt?o=99&l=sp&t=sj&a=data science|search-v3|navbl, 
Database Administrator & Engineer,AIU,2+ Yrs of Exp,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Computer Science · Database · Engineering · Information Technology (IT) · Oracle · English · Telecom Engineering,https://wuzzuf.net/jobs/p/3U5wyb3b9anZ-Database-Administrator-Engineer-AIU-Matruh-Egypt?o=100&l=sp&t=sj&a=data science|search-v3|navbl, 
Front-End Angular,Informatique Education,5+ Yrs of Exp,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Software Development · Angular · CSS · CSS3 · Design · HTML5,https://wuzzuf.net/jobs/p/ZWItW9Ncn9B4-Front-End-Angular-Informatique-Education-Cairo-Egypt?o=101&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior C++ Software Engineer,Viavi Solutions,3+ Yrs of Exp,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · C++ · Software Development · Software Engineering · Software · Computer Science · Engineering · Development · Linux,https://wuzzuf.net/jobs/p/aKPOGrU3ay9U-Senior-C-Software-Engineer-Viavi-Solutions-Cairo-Egypt?o=102&l=sp&t=sj&a=data science|search-v3|navbl, 
AI Engineer,GAP CLOUD,2 - 5 Yrs of Exp,Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Artificial Intelligence · Big Data · Machine Learning · Algorithms · Engineering · Information Technology (IT) · Programming · Design,https://wuzzuf.net/jobs/p/lTdzKqToxWta-AI-Engineer-GAP-CLOUD-Cairo-Egypt?o=103&l=sp&t=sj&a=data science|search-v3|navbl, 
Senior Laravel Developer,34ML,3 - 5 Yrs of Exp,Full TimeExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Software Development · Information Technology (IT) · Software Engineering · MVC · Engineering · Git,https://wuzzuf.net/jobs/p/zW3Je8OFdxur-Senior-Laravel-Developer-34ML-Cairo-Egypt?o=104&l=sp&t=sj&a=data science|search-v3|navbl, 
Laravel Developer,34ML,1 - 3 Yrs of Exp,Full TimeEntry Level · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Software Development · Information Technology (IT) · Software Engineering · MVC · Engineering · Git,https://wuzzuf.net/jobs/p/tV84VMf6J5F6-Laravel-Developer-34ML-Cairo-Egypt?o=105&l=sp&t=sj&a=data science|search-v3|navbl, 
Junior Android Developer,34ML,1 - 4 Yrs of Exp,Full TimeEntry Level · 1 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Android · Information Technology (IT) · REST · JSON · Maintenance · Mobile application · Software · Computer Science,https://wuzzuf.net/jobs/p/KX0rvorPL2cK-Junior-Android-Developer-34ML-Cairo-Egypt?o=106&l=sp&t=sj&a=data science|search-v3|navbl, 
Sr. Java Developer,Advansys ESC,4 - 6 Yrs of Exp,Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Java · Javadeveloper · SeniorJavaDeveloper · Node.js · MongoDB · J2EE · SQL · NoSQL,https://wuzzuf.net/jobs/p/vhzVRNGM9lRU-Sr-Java-Developer-Advansys-ESC-Cairo-Egypt?o=107&l=sp&t=sj&a=data science|search-v3|navbl, 
Java Developer (Cairo),Informatique Education,2+ Yrs of Exp,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Computer Science · Information Technology (IT) · Java · OOP · Software Development · Angular · Engineering,https://wuzzuf.net/jobs/p/9vpK0I6giPr2-Java-Developer-Cairo-Informatique-Education-Cairo-Egypt?o=108&l=sp&t=sj&a=data science|search-v3|navbl, 
